osmid,geometry,type,district
2592433397,POINT (44.4861544 40.150264),school,Shengavit
2592433398,POINT (44.4847879 40.1444062),school,Shengavit
2592433399,POINT (44.4849219 40.1427894),school,Shengavit
2592433400,POINT (44.48378 40.1433897),kindergarten,Shengavit
2592433401,POINT (44.4849549 40.1495166),shop,Shengavit
2607445322,POINT (44.5725084 40.2050092),shop,Nor-norq
2607446565,POINT (44.5726908 40.2047429),shop,Nor-norq
2621663598,POINT (44.5650298 40.1709485),shop,Nor-norq
2657589995,POINT (44.4813309 40.1529162),shop,Shengavit
2657692842,POINT (44.5735826 40.1901737),kindergarten,Nor-norq
2663428593,POINT (44.5208732 40.2006772),shop,Arabkir
2663428893,POINT (44.5218977 40.2010391),shop,Qanaqer zeuytun
2681033804,POINT (44.513651 40.1791195),shop,Kentron
2681806875,POINT (44.5200557 40.1895368),cafe,Kentron
2688846355,POINT (44.5812458 40.2127099),shop,Avan
2710667288,POINT (44.5100553 40.1790388),cafe,Kentron
2770277928,POINT (44.5669565 40.1959544),shop,Nor-norq
2771948931,POINT (44.5283242 40.1303465),school,Erebuni
2771948934,POINT (44.528379 40.1305983),school,Erebuni
2771948940,POINT (44.5251532 40.1275988),kindergarten,Erebuni
2772000716,POINT (44.4349076 40.2123791),school,Ajapnyak
2822484273,POINT (44.5094795 40.184783),cafe,Kentron
2850732010,POINT (44.5136723 40.1818981),shop,Kentron
2866731141,POINT (44.5107185 40.1790734),cafe,Kentron
2870629551,POINT (44.5289377 40.1418621),shop,Erebuni
2874554607,POINT (44.4924874 40.1979615),shop,Arabkir
2876065248,POINT (44.4612608 40.2018253),shop,Ajapnyak
2878642531,POINT (44.4909211 40.148917),shop,Shengavit
2887901546,POINT (44.57226 40.22366),shop,Avan
2917463561,POINT (44.4957188 40.1976492),kindergarten,Arabkir
2917475145,POINT (44.493433 40.196488),shop,Arabkir
2917475150,POINT (44.4939197 40.1969628),shop,Arabkir
2918325053,POINT (44.4925439 40.1783117),shop,Kentron
2918329347,POINT (44.4939366 40.1789908),hospital,Kentron
2932300140,POINT (44.5784272 40.1807285),shop,Nor-norq
2960354794,POINT (44.507977 40.1772148),cafe,Kentron
2968444814,POINT (44.4891906 40.218373),shop,Davitashen
2992091266,POINT (44.4761279 40.196725),school,Ajapnyak
2992116830,POINT (44.4783598 40.1893976),shop,Ajapnyak
2993605805,POINT (44.4799983 40.204648),shop,Ajapnyak
2993631994,POINT (44.5650802 40.1874823),shop,Nor-norq
2993644680,POINT (44.5647153 40.1871267),shop,Nor-norq
2993663820,POINT (44.5644403 40.186779),shop,Nor-norq
2993666627,POINT (44.5640031 40.1862124),shop,Nor-norq
2993704763,POINT (44.4658661 40.2075287),school,Ajapnyak
2993721452,POINT (44.4620575 40.2059886),shop,Ajapnyak
2993811947,POINT (44.5635298 40.1856635),shop,Nor-norq
2993817302,POINT (44.5637658 40.1859832),shop,Nor-norq
3024199488,POINT (44.6024924 40.1955541),cafe,Nor-norq
3036488829,POINT (44.4907159 40.2021204),shop,Arabkir
3046244289,POINT (44.5225459 40.209204),shop,Arabkir
3048433272,POINT (44.4920073 40.2044439),shop,Arabkir
3048433274,POINT (44.4921446 40.1997066),shop,Arabkir
3053194760,POINT (44.5403133 40.2089413),shop,Qanaqer zeuytun
3069766173,POINT (44.5104698 40.1853164),cafe,Kentron
3079910888,POINT (44.5110034 40.1876549),cafe,Kentron
3079915245,POINT (44.5140885 40.1892881),cafe,Kentron
3111033178,POINT (44.5762978 40.2171965),school,Avan
3111033202,POINT (44.5739409 40.218939),school,Avan
3121002324,POINT (44.5147968 40.1800446),cafe,Kentron
3121034490,POINT (44.512997 40.1835344),shop,Kentron
3122582336,POINT (44.4899261 40.2020752),shop,Arabkir
3122586588,POINT (44.4893817 40.2017305),shop,Arabkir
3128814926,POINT (44.5612196 40.200012),shop,Nor-norq
3128815239,POINT (44.56112 40.199988),shop,Nor-norq
3152816206,POINT (44.5158967 40.18379),shop,Kentron
3167045061,POINT (44.5240959 40.2041577),work,Arabkir
3178524443,POINT (44.5117655 40.1859685),cafe,Kentron
3192644179,POINT (44.4356743 40.1769056),shop,Malatia
3192644184,POINT (44.435914 40.1777986),shop,Malatia
3199931084,POINT (44.5214397 40.1855692),cafe,Kentron
3218868779,POINT (44.5173469 40.1814206),cafe,Kentron
3218869621,POINT (44.5170468 40.1816477),cafe,Kentron
3219097325,POINT (44.4508525 40.1743027),cafe,Malatia
3222868189,POINT (44.5686763 40.1952609),shop,Nor-norq
3262530139,POINT (44.524312 40.1575607),shop,Erebuni
3269650391,POINT (44.527439 40.1810404),shop,Kentron
3274393557,POINT (44.5225062 40.1871844),shop,Kentron
3274398698,POINT (44.5150201 40.1892723),shop,Kentron
3276933067,POINT (44.5292971 40.210223),cafe,Arabkir
3289798161,POINT (44.4924375 40.197829),work,Arabkir
3304629952,POINT (44.5411815 40.172727),shop,Norq marash
3307340761,POINT (44.5107551 40.183857),shop,Kentron
3307340764,POINT (44.509456 40.1820158),cafe,Kentron
3307340765,POINT (44.5074821 40.1812982),cafe,Kentron
3307340767,POINT (44.5096081 40.1822239),shop,Kentron
3307340768,POINT (44.5103413 40.1828537),shop,Kentron
3320259507,POINT (44.523728 40.188666),shop,Kentron
3320259509,POINT (44.5240363 40.1884812),shop,Kentron
3320263820,POINT (44.5238909 40.1877202),shop,Kentron
3320263821,POINT (44.5237692 40.1876196),shop,Kentron
3320263823,POINT (44.5236745 40.1881434),shop,Kentron
3320263824,POINT (44.5165909 40.1862324),cafe,Kentron
3320263825,POINT (44.5165308 40.1861854),cafe,Kentron
3320263826,POINT (44.5162792 40.1864948),shop,Kentron
3320263828,POINT (44.5166798 40.1858889),cafe,Kentron
3320263841,POINT (44.5235018 40.1883184),cafe,Kentron
3320269601,POINT (44.4366522 40.1732838),shop,Malatia
3329720150,POINT (44.5008336 40.1994224),shop,Arabkir
3329720154,POINT (44.494903 40.1961028),shop,Arabkir
3329720160,POINT (44.5012049 40.1988724),shop,Arabkir
3329752217,POINT (44.5005592 40.1984344),cafe,Arabkir
3329752218,POINT (44.5008184 40.1985457),cafe,Arabkir
3329752222,POINT (44.4979802 40.1970282),shop,Arabkir
3331413575,POINT (44.5086811 40.1814578),shop,Kentron
3331413576,POINT (44.5084485 40.1806034),cafe,Kentron
3331413577,POINT (44.5049627 40.1783291),shop,Kentron
3333672244,POINT (44.5065101 40.205757),shop,Arabkir
3333697828,POINT (44.5180225 40.1884172),cafe,Kentron
3337415420,POINT (44.57165 40.1727275),shop,Nor-norq
3337426731,POINT (44.5072255 40.2066026),work,Arabkir
3337428237,POINT (44.5078905 40.2069167),work,Arabkir
3337428490,POINT (44.5108774 40.2071664),shop,Arabkir
3340482204,POINT (44.4620267 40.1874064),shop,Malatia
3344098136,POINT (44.5821959 40.2021218),cafe,Nor-norq
3344428800,POINT (44.502081 40.1785324),shop,Kentron
3344428802,POINT (44.5015761 40.1791709),shop,Kentron
3370889925,POINT (44.5196885 40.1832712),shop,Kentron
3370889927,POINT (44.5144796 40.1818784),shop,Kentron
3370889934,POINT (44.5143553 40.1807764),cafe,Kentron
3371474517,POINT (44.4910364 40.1468852),cafe,Shengavit
3390000642,POINT (44.5116174 40.1599149),shop,Erebuni
3393474920,POINT (44.5231945 40.1303573),shop,Erebuni
3393487227,POINT (44.5182846 40.1829396),shop,Kentron
3393487228,POINT (44.5240624 40.1852429),shop,Kentron
3406853844,POINT (44.5213695 40.1723213),shop,Kentron
3406860695,POINT (44.5065788 40.1674044),shop,Kentron
3406862482,POINT (44.507438 40.1891707),shop,Kentron
3413163176,POINT (44.50438 40.163003),shop,Shengavit
3413163177,POINT (44.527238 40.1713867),shop,Kentron
3413165524,POINT (44.516235 40.1489669),shop,Erebuni
3413165525,POINT (44.5162725 40.1490906),shop,Erebuni
3413175053,POINT (44.5276159 40.2077711),shop,Arabkir
3424399673,POINT (44.4866823 40.1938808),shop,Arabkir
3424400594,POINT (44.4881472 40.1935756),shop,Arabkir
3424401750,POINT (44.4910926 40.2006111),shop,Arabkir
3424401752,POINT (44.4909776 40.2011959),shop,Arabkir
3428957803,POINT (44.5124638 40.1879287),cafe,Kentron
3428957804,POINT (44.4985982 40.1815097),hospital,Kentron
3435335398,POINT (44.5076518 40.1811642),shop,Kentron
3458497380,POINT (44.5211616 40.2065939),cafe,Arabkir
3481326771,POINT (44.5140777 40.1844298),cafe,Kentron
3488231783,POINT (44.4542339 40.1604351),church,Malatia
3488252718,POINT (44.5037628 40.1504818),shop,Shengavit
3488252719,POINT (44.5034851 40.1505705),shop,Shengavit
3488252722,POINT (44.5038851 40.1504517),shop,Shengavit
3488293577,POINT (44.5420164 40.2299322),cafe,Qanaqer zeuytun
3492672519,POINT (44.4718647 40.1910767),cafe,Malatia
3499050696,POINT (44.5789376 40.2152427),shop,Avan
3499093072,POINT (44.5834849 40.2144647),shop,Avan
3499093073,POINT (44.5834418 40.2144753),shop,Avan
3499167891,POINT (44.517524 40.1851679),shop,Kentron
3499172432,POINT (44.5183089 40.1862517),shop,Kentron
3499172433,POINT (44.5184877 40.186376),cafe,Kentron
3499172434,POINT (44.5188169 40.1866017),shop,Kentron
3499173306,POINT (44.5187466 40.1865452),shop,Kentron
3499179551,POINT (44.5174525 40.185112),shop,Kentron
3499181809,POINT (44.5175717 40.1857569),hospital,Kentron
3499182916,POINT (44.5179215 40.1854945),shop,Kentron
3500427503,POINT (44.4695203 40.1595491),church,Shengavit
3501430827,POINT (44.5227583 40.179721),cafe,Kentron
3501439021,POINT (44.5228384 40.1794986),cafe,Kentron
3501449999,POINT (44.5253784 40.1851688),cafe,Kentron
3501453077,POINT (44.5198084 40.1781235),shop,Kentron
3501467851,POINT (44.5181415 40.1860485),cafe,Kentron
3501474435,POINT (44.5191352 40.1861134),shop,Kentron
3501494661,POINT (44.5177029 40.1849208),cafe,Kentron
3501505941,POINT (44.51755 40.1850335),shop,Kentron
3501547989,POINT (44.5212186 40.1865518),cafe,Kentron
3504583319,POINT (44.5113922 40.1763867),shop,Kentron
3504815177,POINT (44.5454808 40.2080542),work,Qanaqer zeuytun
3508699928,POINT (44.564112 40.2074783),shop,Nor-norq
3516552390,POINT (44.5777514 40.2145984),shop,Avan
3529387571,POINT (44.5206345 40.1886571),cafe,Kentron
3529390666,POINT (44.5136286 40.1863707),cafe,Kentron
3529393967,POINT (44.5158991 40.1894647),cafe,Kentron
3529397332,POINT (44.5171316 40.1892718),cafe,Kentron
3529400697,POINT (44.4989191 40.1557127),shop,Shengavit
3550990913,POINT (44.5058313 40.1800474),cafe,Kentron
3550996040,POINT (44.5124772 40.1817587),cafe,Kentron
3551009667,POINT (44.5091473 40.1801776),cafe,Kentron
3551033516,POINT (44.5178989 40.1891718),cafe,Kentron
3551044523,POINT (44.5145731 40.1687523),cafe,Kentron
3551046029,POINT (44.4954666 40.1522011),cafe,Shengavit
3551057095,POINT (44.5059081 40.1798436),cafe,Kentron
3551060018,POINT (44.5080404 40.1779543),shop,Kentron
3551068958,POINT (44.4453078 40.1733822),cafe,Malatia
3551071788,POINT (44.4935286 40.1986718),shop,Arabkir
3551072093,POINT (44.5013222 40.2052872),cafe,Arabkir
3551073324,POINT (44.4894769 40.2186),cafe,Davitashen
3551538415,POINT (44.5093123 40.1796333),shop,Kentron
3558021971,POINT (44.4942245 40.2023654),work,Arabkir
3569125494,POINT (44.5107365 40.1791484),work,Kentron
3575324094,POINT (44.5152342 40.1692125),shop,Kentron
3575334174,POINT (44.5224213 40.1864804),shop,Kentron
3575334177,POINT (44.5254025 40.1864926),cafe,Kentron
3575334178,POINT (44.524401 40.1873385),hospital,Kentron
3575334180,POINT (44.5257122 40.1860344),shop,Kentron
3575334181,POINT (44.5255514 40.1863251),cafe,Kentron
3575334183,POINT (44.5232416 40.1877801),hospital,Kentron
3580081849,POINT (44.5183357 40.1849609),shop,Kentron
3580085762,POINT (44.5182259 40.1876909),shop,Kentron
3587869946,POINT (44.5105418 40.1571981),shop,Erebuni
3587869949,POINT (44.5135179 40.1822273),shop,Kentron
3587869952,POINT (44.4717125 40.1098075),shop,Shengavit
3587869954,POINT (44.5105713 40.1569994),shop,Erebuni
3587869955,POINT (44.5133201 40.1823538),shop,Kentron
3587874360,POINT (44.4918403 40.1726199),shop,Kentron
3609492795,POINT (44.5106249 40.2072691),cafe,Arabkir
3609492801,POINT (44.5127641 40.2065768),cafe,Arabkir
3622382469,POINT (44.5227833 40.1788142),shop,Kentron
3622382470,POINT (44.5731775 40.1768544),shop,Nor-norq
3622382471,POINT (44.5726184 40.176816),shop,Nor-norq
3622382472,POINT (44.5740057 40.1759926),shop,Nor-norq
3622388746,POINT (44.5732655 40.1817078),shop,Nor-norq
3622388747,POINT (44.5724448 40.1818667),shop,Nor-norq
3622404273,POINT (44.5720182 40.1763246),shop,Nor-norq
3622404274,POINT (44.5721077 40.1763883),shop,Nor-norq
3622404280,POINT (44.5739012 40.1735534),shop,Nor-norq
3625806419,POINT (44.5177108 40.1711213),cafe,Kentron
3645642520,POINT (44.4570655 40.1714184),shop,Malatia
3647795896,POINT (44.5174382 40.1789319),work,Kentron
3650900873,POINT (44.6035313 40.1864923),cafe,Nor-norq
3651477802,POINT (44.5213884 40.1889564),cafe,Kentron
3651540323,POINT (44.5018596 40.1787768),cafe,Kentron
3651575188,POINT (44.5211738 40.1887822),cafe,Kentron
3662038439,POINT (44.5231318 40.1333666),shop,Erebuni
3665589642,POINT (44.5907734 40.2203346),hospital,Avan
3666741644,POINT (44.5195901 40.1868805),cafe,Kentron
3687726382,POINT (44.5104978 40.1788279),cafe,Kentron
3700592399,POINT (44.4954471 40.1894939),cafe,Kentron
3704279449,POINT (44.5603735 40.1997607),shop,Nor-norq
3704279450,POINT (44.5589796 40.1972186),shop,Nor-norq
3704368559,POINT (44.5059761 40.1820167),cafe,Kentron
3709588771,POINT (44.4934826 40.15191),shop,Shengavit
3709601789,POINT (44.4946722 40.14105),shop,Shengavit
3709627200,POINT (44.494988 40.1413412),shop,Shengavit
3709664491,POINT (44.5100954 40.1750324),work,Kentron
3710177534,POINT (44.489827 40.2188463),shop,Davitashen
3715913133,POINT (44.5022086 40.1980872),shop,Arabkir
3716357996,POINT (44.4686287 40.1909237),cafe,Malatia
3718387445,POINT (44.5129571 40.1998436),work,Arabkir
3718387446,POINT (44.5131743 40.1998331),shop,Arabkir
3718404325,POINT (44.5136442 40.1995259),shop,Arabkir
3718417589,POINT (44.5202929 40.1991023),shop,Qanaqer zeuytun
3718431255,POINT (44.5071445 40.2015389),shop,Arabkir
3718442915,POINT (44.5221098 40.1972738),cafe,Qanaqer zeuytun
3722775519,POINT (44.5050023 40.1801431),shop,Kentron
3732206041,POINT (44.5059471 40.2060453),work,Arabkir
3735729770,POINT (44.5162542 40.1488899),shop,Erebuni
3739483448,POINT (44.5535346 40.2005241),cafe,Nor-norq
3740584336,POINT (44.5135405 40.1762749),shop,Kentron
3751299011,POINT (44.5189744 40.1712071),shop,Kentron
3766348503,POINT (44.5111993 40.1725443),work,Kentron
3766348504,POINT (44.5165919 40.1813726),cafe,Kentron
3766768113,POINT (44.5164672 40.1797392),cafe,Kentron
3779181654,POINT (44.5213008 40.1854952),work,Kentron
3779181655,POINT (44.5098348 40.1502706),hospital,Erebuni
3779783052,POINT (44.5272338 40.1784069),work,Kentron
3787370438,POINT (44.5216025 40.1857402),shop,Kentron
3787370441,POINT (44.5204867 40.184814),cafe,Kentron
3787370442,POINT (44.5198022 40.184228),shop,Kentron
3787370443,POINT (44.5201293 40.1845123),shop,Kentron
3787370444,POINT (44.5199903 40.1843946),shop,Kentron
3787370446,POINT (44.5160494 40.1659689),shop,Kentron
3787370447,POINT (44.5204075 40.1847508),shop,Kentron
3787377861,POINT (44.51988 40.1849097),shop,Kentron
3787377862,POINT (44.5200718 40.1850733),shop,Kentron
3787377863,POINT (44.5202769 40.1852471),shop,Kentron
3788960069,POINT (44.5134664 40.1850982),shop,Kentron
3788960073,POINT (44.5112142 40.1835714),shop,Kentron
3788960075,POINT (44.51058 40.1830577),shop,Kentron
3788960077,POINT (44.5136769 40.1849403),shop,Kentron
3789571081,POINT (44.5114375 40.1729676),cafe,Kentron
3789622551,POINT (44.5123702 40.1705028),shop,Kentron
3797243742,POINT (44.5203127 40.1805131),shop,Kentron
3797243744,POINT (44.5211361 40.1821228),shop,Kentron
3797243746,POINT (44.5214975 40.1818199),cafe,Kentron
3797243747,POINT (44.5213303 40.180693),cafe,Kentron
3797243750,POINT (44.5198303 40.1804896),shop,Kentron
3797243751,POINT (44.5219938 40.1816846),shop,Kentron
3797243752,POINT (44.5211095 40.1796174),shop,Kentron
3797243755,POINT (44.5208998 40.1823),cafe,Kentron
3797243756,POINT (44.5219467 40.1814784),shop,Kentron
3797246957,POINT (44.5202947 40.1805276),shop,Kentron
3800887080,POINT (44.4600678 40.1820883),shop,Malatia
3820664388,POINT (44.5168751 40.1830766),shop,Kentron
3820664389,POINT (44.5170902 40.1828548),shop,Kentron
3820664390,POINT (44.5173893 40.1822175),shop,Kentron
3820664391,POINT (44.5195945 40.1811015),shop,Kentron
3820664392,POINT (44.5188213 40.1812544),shop,Kentron
3820664394,POINT (44.5198178 40.1805358),sport,Kentron
3820664395,POINT (44.5192544 40.1813355),cafe,Kentron
3820683929,POINT (44.5201805 40.1806224),cafe,Kentron
3820683930,POINT (44.5201236 40.1806576),shop,Kentron
3820683931,POINT (44.5202305 40.1805858),cafe,Kentron
3820683932,POINT (44.5063584 40.1681491),shop,Kentron
3824398922,POINT (44.4775005 40.1903933),kindergarten,Ajapnyak
3824830395,POINT (44.5416382 40.1427203),shop,Erebuni
3824830396,POINT (44.5416939 40.1428684),shop,Erebuni
3830930293,POINT (44.5133025 40.1797065),cafe,Kentron
3830951407,POINT (44.5153881 40.1821532),cafe,Kentron
3831124009,POINT (44.5158387 40.1861465),cafe,Kentron
3831524728,POINT (44.5225944 40.1809313),cafe,Kentron
3831524729,POINT (44.5210421 40.1796567),cafe,Kentron
3831524739,POINT (44.5188661 40.180668),work,Kentron
3831524747,POINT (44.518553 40.1807787),work,Kentron
3831595767,POINT (44.5190108 40.1832728),shop,Kentron
3839130734,POINT (44.5191298 40.1898942),sport,Kentron
3839208076,POINT (44.5121619 40.1869506),cafe,Kentron
3839208077,POINT (44.5136843 40.1881519),cafe,Kentron
3839208078,POINT (44.5176946 40.182445),cafe,Kentron
3839208079,POINT (44.5160666 40.1892331),cafe,Kentron
3839221457,POINT (44.514252 40.188054),shop,Kentron
3839221458,POINT (44.5133606 40.1852107),shop,Kentron
3839629474,POINT (44.5077391 40.1822792),shop,Kentron
3840317862,POINT (44.516172 40.1830954),cafe,Kentron
3840334179,POINT (44.5139558 40.1864978),cafe,Kentron
3840334181,POINT (44.5247307 40.1862141),work,Kentron
3847720657,POINT (44.5139526 40.1736962),shop,Kentron
3859530743,POINT (44.5093856 40.1842267),work,Kentron
3895656109,POINT (44.5710679 40.1824703),shop,Nor-norq
3901286265,POINT (44.5109169 40.174727),shop,Kentron
3905571299,POINT (44.4388293 40.1770128),cafe,Malatia
3905571300,POINT (44.4414562 40.1685542),work,Malatia
3905571301,POINT (44.4432604 40.1630437),shop,Malatia
3913253957,POINT (44.5066711 40.2058173),shop,Arabkir
3913253991,POINT (44.5304266 40.1803523),shop,Kentron
3913254002,POINT (44.5630555 40.1949292),cafe,Nor-norq
3920064294,POINT (44.5042666 40.1767319),shop,Kentron
3920064295,POINT (44.5039241 40.1771595),shop,Kentron
3920064296,POINT (44.5044604 40.1764764),shop,Kentron
3920064297,POINT (44.504509 40.1763063),shop,Kentron
3938047399,POINT (44.4482551 40.1621332),shop,Malatia
3941710659,POINT (44.442153 40.1622511),shop,Malatia
3943437085,POINT (44.4399889 40.1613736),shop,Malatia
3950684059,POINT (44.4475082 40.1668521),shop,Malatia
3953271970,POINT (44.4418859 40.1636157),hospital,Malatia
3955253316,POINT (44.4435054 40.1658713),shop,Malatia
